no,id,name,p_type,s_type,rarity,height,weight,ovr,a_ovr,hgt,str,spe,jmp,end,ins,dnk,ft,fg,tp,oiq,diq,drb,pss,reb,r_total,to_evo,from_evo,evo_age,evo_item,evo_ability,mega_evo,mega_x,mega_y,form,form_item,form_ability
461,461,Weavile,Dark,Ice,,43,75,43.64,41,37,44,72,68,50,62,57,67,33,20,42,20,51,43,44,710,,215,,,,,,,,,
462,462,Magnezone,Electric,Steel,,47,397,43.59,40,41,44,41,39,50,38,37,43,64,54,42,37,53,46,62,691,,82,,,,,,,,,
463,463,Lickilicky,Normal,,,67,309,43.56,40,59,59,36,34,50,45,43,51,47,34,30,33,56,48,56,681,,108,,,,,,,,,
464,464,Rhyperior,Ground,Rock,,94,624,43.60,40,70,61,31,29,50,70,65,74,38,24,26,41,36,28,66,709,,112,,,,,,,,,
465,465,Tangrowth,Grass,,,79,284,43.10,39,67,56,36,34,50,53,49,58,57,46,27,34,33,26,64,690,,114,,,,,,,,,
466,466,Electivire,Electric,,,71,306,44.54,42,62,47,58,57,50,63,58,68,52,40,25,17,51,43,45,736,,125,,,,,,,,,
467,467,Magmortar,Fire,,,63,150,44.54,42,56,47,52,51,50,50,47,56,62,52,36,15,56,48,45,723,,126,,,,,,,,,
468,468,Togekiss,Fairy,Flying,,59,84,45.00,43,53,51,51,49,50,28,29,33,60,50,24,31,66,58,56,689,,176,,,,,,,,,
469,469,Yanmega,Bug,Flying,,75,114,43.57,40,65,51,58,57,50,41,39,46,59,49,32,14,36,29,53,679,,193,,,,,,,,,
470,470,Leafeon,Grass,,Rare,39,56,40.52,35,33,42,58,57,50,58,53,63,40,26,28,36,41,33,66,684,,133,,,,,,,,,
471,471,Glaceon,Ice,,Rare,31,57,40.56,35,24,42,43,42,50,33,33,38,64,54,40,35,56,48,61,663,,133,,,,,,,,,
472,472,Gliscor,Ground,Flying,,79,94,44.01,41,67,47,58,57,50,50,47,56,33,20,18,32,46,38,64,683,,207,,,,,,,,,
473,473,Mamoswine,Ice,Ground,,98,642,44.44,42,71,59,51,49,50,66,61,70,44,30,21,26,38,31,51,718,,221,,,,,,,,,
474,474,Porygon-Z,Normal,,,35,75,44.01,41,29,51,56,54,50,43,41,48,65,56,37,40,46,38,46,700,,233,,,,,,,,,
475,475,Gallade,Psychic,Fighting,,63,115,43.91,41,56,43,51,49,50,64,59,69,42,28,29,20,66,58,44,728,,281,,,,10068,,,,,
475,10068,Mega Gallade,Psychic,Fighting,,63,124,51.10,55,56,43,66,63,50,80,75,82,42,28,44,30,66,58,56,839,,,,,,,,,,,
476,476,Probopass,Rock,Steel,,55,750,40.52,35,49,39,31,29,50,30,31,36,45,32,18,36,79,74,69,648,,299,,,,,,,,,
477,477,Dusknoir,Ghost,,,87,235,44.09,41,70,32,33,32,50,53,49,58,42,28,19,36,74,68,67,711,,356,,,,,,,,,
478,478,Froslass,Ice,Ghost,,51,59,40.35,35,45,44,66,63,50,43,41,48,47,34,26,16,43,36,46,648,,361,,,,,,,,,
479,479,Rotom,Electric,Ghost,Rare,12,1,31.31,22,5,34,56,55,50,28,29,33,52,40,22,17,47,39,50,557,,,,,,,,,100008 10009 10010 10011 10012,rotomcatalog,
479,10008,Rotom-Heat,Electric,Fire,,12,1,40.66,35,5,34,54,52,50,35,35,41,55,44,49,39,62,54,60,669,,,,,,,,,10009 10010 10011 10012,rotomcatalog,
479,10009,Rotom-Wash,Electric,Water,,12,1,40.65,35,5,34,54,52,50,35,35,41,55,44,37,49,62,54,60,667,,,,,,,,,10008 10010 10011 10012,rotomcatalog,
479,10010,Rotom-Frost,Electric,Ice,,12,1,40.68,35,5,34,54,52,50,35,35,41,55,44,42,45,62,54,60,668,,,,,,,,,10008 10009 10011 10012,rotomcatalog,
479,10011,Rotom-Fan,Electric,Flying,,12,1,40.60,35,5,34,54,52,50,35,35,41,55,44,45,42,62,54,60,668,,,,,,,,,10008 10009 10010 10012,rotomcatalog,
479,10012,Rotom-Mow,Electric,Grass,,12,1,40.65,35,5,34,54,52,50,35,35,41,55,44,43,44,62,54,60,668,,,,,,,,,100008 10009 10010 10011,rotomcatalog,
480,480,Uxie,Psychic,,Pseudo,12,1,45.63,45,5,47,58,57,50,40,39,46,45,32,50,54,72,66,66,727,,,,,,,,,,,
481,481,Mesprit,Psychic,,Pseudo,12,1,45.62,45,5,49,51,49,50,55,51,61,55,44,55,55,61,53,59,753,,,,,,,,,,,
482,482,Azelf,Psychic,,Pseudo,12,1,45.67,45,5,47,68,64,50,64,59,69,62,52,54,46,43,36,46,765,,,,,,,,,,,
483,483,Dialga,Steel,Dragon,Mythical,213,1506,55.21,60,79,56,56,54,50,62,57,67,70,62,46,30,58,51,63,861,,,,,,,,,,,
484,484,Palkia,Water,Dragon,Mythical,165,741,55.22,60,76,53,61,59,50,62,57,67,70,62,35,31,68,61,58,870,,,,,,,,,,,
485,485,Heatran,Fire,Steel,Legendary,67,948,48.24,50,59,53,49,48,50,48,45,53,64,54,34,32,61,54,60,764,,,,,,,,,,,
486,486,Regigigas,Normal,,Mythical,146,926,51.04,55,75,59,61,59,50,78,73,80,47,34,24,24,63,56,61,844,,,,,,,,,,,
487,487,Giratina (Altered Forme),Ghost,Dragon,Mythical,177,1654,55.26,60,77,68,56,54,50,53,49,58,54,42,32,44,68,61,63,829,,,,,,,,,10007,griseousorb,
487,10007,Giratina (Origin Forme),Ghost,Dragon,,272,1433,55.25,60,81,68,56,54,50,62,57,67,60,50,47,28,58,51,58,847,,,,,,,,,487,griseousorb,
488,488,Cresselia,Psychic,,Legendary,59,189,47.86,50,53,62,53,52,50,38,37,43,45,32,24,41,72,66,63,731,,,,,,,,,,,
489,489,Phione,Water,,Rare,16,7,40.08,34,8,49,51,49,50,43,41,48,47,34,45,45,48,41,51,650,,,,,,,,,,,
490,490,Manaphy,Water,,Pseudo,12,3,45.79,45,5,56,61,59,50,53,49,58,54,42,52,48,58,51,58,754,,,,,,,,,,,
491,491,Darkrai,Dark,,Legendary,59,111,47.87,50,53,44,72,68,50,48,45,53,65,56,38,18,53,46,54,763,,,,,,,,,,,
492,492,Shaymin (Land Forme),Grass,,Pseudo,8,5,45.71,45,3,56,61,59,50,53,49,58,54,42,49,52,58,51,58,753,,,,,,,,,10006,gracidea,
492,10006,Shaymin (Sky Forme),Grass,Flying,,16,12,47.27,48,8,56,73,68,50,54,50,60,60,50,54,46,46,38,49,762,,,,,,,,,,,
493,493,Arceus,Normal,,Mythical,126,706,57.50,63,73,62,70,66,50,62,57,67,60,50,38,38,68,61,63,885,,,,,,,,,,,
494,494,Victini,Psychic,Fire,Pseudo,16,9,45.76,45,8,56,61,59,50,53,49,58,54,42,53,44,58,51,58,754,,,,,,,,,,,
495,495,Snivy,Grass,,Rare,24,18,29.49,20,15,32,42,41,50,25,27,31,33,20,27,28,36,28,38,473,496,,19,,,,,,,,
496,496,Servine,Grass,,,31,35,36.64,29,24,39,52,51,50,33,33,38,40,26,30,33,46,38,49,582,497,495,22,,,,,,,,
497,497,Serperior,Grass,,,130,139,47.28,48,73,47,67,64,50,40,39,46,45,32,21,25,56,48,56,709,,496,,,,,,,,,
498,498,Tepig,Fire,,Rare,20,22,29.45,20,11,42,33,32,50,34,34,40,33,20,35,31,31,23,33,482,499,,19,,,,,,,,
499,499,Pignite,Fire,Fighting,,39,122,36.71,29,33,53,38,37,50,49,46,55,44,30,34,30,36,28,38,601,500,498,22,,,,,,,,
500,500,Emboar,Fire,Fighting,,63,331,47.22,48,56,59,43,42,50,63,58,68,54,42,43,42,41,33,44,738,,499,,,,,,,,,
501,501,Oshawott,Water,,Rare,20,13,29.48,20,11,37,33,32,50,30,31,36,41,27,33,33,31,23,33,481,502,,19,,,,,,,,
502,502,Dewott,Water,,,31,54,36.61,29,24,47,41,39,50,40,39,46,48,35,35,36,38,31,41,590,503,501,22,,,,,,,,
503,503,Samurott,Water,,,59,209,47.27,48,53,54,46,44,50,53,49,58,56,45,46,42,43,36,53,728,,502,,,,,,,,,
504,504,Patrat,Normal,,Common,20,26,23.29,13,11,32,32,30,50,30,31,36,28,16,21,17,26,20,30,410,505,,19,,,,,,,,
505,505,Watchog,Normal,,,43,60,35.31,27,37,39,49,48,50,45,43,51,40,26,24,18,43,35,46,594,,504,,,,,,,,,
506,506,Lillipup,Normal,,Common,16,9,23.47,14,8,32,38,37,50,33,33,38,23,12,19,14,31,23,33,424,507,,19,,,,,,,,
507,507,Herdier,Normal,,,35,32,31.76,22,29,42,41,39,50,43,41,48,28,16,23,20,41,33,44,538,508,506,21,,,,,,,,
508,508,Stoutland,Normal,,,47,135,41.56,36,41,51,51,49,50,58,53,63,33,20,37,25,53,46,54,684,,507,,,,,,,,,
509,509,Purrloin,Dark,,Common,16,22,24.74,15,8,30,44,42,50,28,29,33,36,22,16,20,24,19,29,430,510,,20,,,,,,,,
510,510,Liepard,Dark,,,43,83,38.14,31,37,41,64,61,50,47,44,52,50,37,19,25,33,26,35,621,,509,,,,,,,,,
511,511,Pansage,Grass,,Common,24,23,24.93,15,15,34,43,41,50,29,30,35,37,23,12,10,32,25,34,450,512,,,leafstone,,,,,,,
512,512,Simisage,Grass,,,43,67,37.42,30,37,47,61,60,50,52,48,57,53,41,19,11,40,32,43,651,,511,,,,,,,,,
513,513,Pansear,Fire,,Common,24,24,24.93,15,15,34,43,41,50,29,30,35,37,23,12,10,32,25,34,450,514,,,firestone,,,,,,,
514,514,Simisear,Fire,,,39,62,37.48,30,33,47,61,60,50,52,48,57,53,41,23,12,40,32,43,652,,513,,,,,,,,,
515,515,Panpour,Water,,Common,24,30,24.93,15,15,34,43,41,50,29,30,35,37,23,12,10,32,25,34,450,516,,,waterstone,,,,,,,
516,516,Simipour,Water,,,39,64,37.42,30,33,47,61,60,50,52,48,57,53,41,19,15,40,32,43,651,,515,,,,,,,,,
517,517,Munna,Psychic,,Common,24,51,24.92,15,15,47,20,21,50,15,18,21,43,29,11,28,36,28,33,415,518,,,moonstone,,,,,,,
518,518,Musharna,Psychic,,,43,133,39.77,34,37,61,25,24,50,30,31,36,56,45,19,51,56,48,53,622,,517,,,,,,,,,
519,519,Pidove,Normal,Flying,Common,12,5,21.89,12,5,34,32,31,50,30,31,36,29,17,19,19,17,15,35,400,520,,19,,,,,,,,
520,520,Tranquill,Normal,Flying,Uncommon,24,33,30.16,20,15,40,43,42,50,41,39,47,36,22,25,27,29,22,42,520,521,519,20,,,,,,,,
521,521,Unfezant,Normal,Flying,,47,64,40.74,35,41,49,57,56,50,60,55,65,42,28,28,30,36,28,51,676,,520,,,,,,,,,
522,522,Blitzle,Electric,,Uncommon,31,66,25.38,15,24,32,49,47,50,33,33,38,36,22,12,6,19,17,26,444,523,,21,,,,,,,,
523,523,Zebstrika,Electric,,,63,175,41.60,36,56,47,69,65,50,53,49,58,47,34,21,12,40,32,43,676,,522,,,,,,,,,
524,524,Roggenrola,Rock,,Common,16,40,20.79,11,8,37,11,14,50,40,39,46,23,12,18,32,12,10,53,405,525,,19,,,,,,,,
525,525,Boldore,Rock,,Uncommon,35,225,29.87,20,29,44,16,19,50,55,51,61,36,22,22,35,27,21,59,547,526,524,,everstone,,,,,,,
526,526,Gigalith,Rock,,,67,573,41.47,36,59,51,21,22,50,68,63,72,40,26,28,42,48,41,66,697,,525,,,,,,,,,
527,527,Woobat,Psychic,Flying,Common,16,5,27.14,17,8,42,47,45,50,25,27,31,38,24,21,18,30,22,32,460,528,,,soothebell,,,,,,,
528,528,Swoobat,Psychic,Flying,,35,23,40.67,35,29,43,68,64,50,31,31,37,46,33,41,31,36,28,38,606,,527,,,,,,,,,
529,529,Drilbur,Ground,,Uncommon,12,19,28.02,18,5,39,45,43,50,45,43,51,26,14,28,22,31,23,30,495,530,,21,,,,,,,,
530,530,Excadrill,Ground,Steel,,28,89,43.73,41,19,59,55,53,50,68,63,72,36,22,50,47,41,33,41,709,,529,,,,,,,,,
531,531,Audino,Normal,,Uncommon,43,68,35.16,27,37,57,36,34,50,33,33,38,40,26,10,32,51,44,53,574,,,,,,10069,,,,,
531,10069,Mega Audino,Normal,Fairy,,59,71,45.80,45,53,57,36,34,50,33,33,38,47,34,23,52,71,64,65,690,,,,,,,,,,,
532,532,Timburr,Fighting,,Common,24,28,23.67,14,15,47,28,27,50,43,41,48,23,12,23,10,22,18,38,445,533,,19,,,,,,,,
533,533,Gurdurr,Fighting,,Uncommon,47,88,33.17,24,41,51,31,29,50,55,51,61,31,18,29,18,33,26,53,577,534,532,,everstone,,,,,,,
534,534,Conkeldurr,Fighting,,,55,192,41.90,37,49,58,33,32,50,70,65,74,38,24,44,32,41,33,56,699,,533,,,,,,,,,
535,535,Tympole,Water,,Common,20,10,24.52,15,11,34,43,41,50,28,29,33,36,22,5,22,27,21,30,432,536,,19,,,,,,,,
536,536,Palpitoad,Water,Ground,,31,38,32.06,23,24,47,45,44,50,35,35,41,42,28,10,31,36,28,38,534,537,535,21,,,,,,,,
537,537,Seismitoad,Water,Ground,,59,137,42.55,38,53,58,48,46,50,50,47,56,49,36,16,37,46,38,49,679,,536,,,,,,,,,
538,538,Throh,Fighting,,Uncommon,51,122,36.76,29,45,62,33,32,50,53,49,58,26,14,14,31,51,43,53,614,,,,,,,,,,,
539,539,Sawk,Fighting,,Uncommon,55,112,36.78,29,49,47,53,52,50,64,59,69,26,14,17,10,46,38,49,643,,,,,,,,,,,
540,540,Sewaddle,Bug,Grass,Common,12,6,22.30,12,5,32,32,30,50,29,30,35,31,18,13,13,38,31,46,433,541,,18,,,,,,,,
541,541,Swadloon,Bug,Grass,Uncommon,20,16,28.45,18,11,37,32,30,50,34,34,40,36,22,24,22,48,41,54,515,542,540,,soothebell,,,,,,,
542,542,Leavanny,Bug,Grass,,47,45,40.09,34,41,47,57,55,50,54,50,60,44,30,30,17,48,41,51,675,,541,,,,,,,,,
543,543,Venipede,Bug,Poison,Uncommon,16,12,19.81,10,8,24,39,38,50,25,27,31,26,14,8,7,26,20,41,384,544,,18,,,,,,,,
544,544,Whirlipede,Bug,Poison,,47,129,29.27,19,41,29,34,33,50,30,31,36,31,18,10,14,48,40,57,502,545,543,21,,,,,,,,
545,545,Scolipede,Bug,Poison,,98,442,43.55,40,71,39,67,63,50,53,49,58,38,24,24,15,43,35,54,683,,544,,,,,,,,,
546,546,Cottonee,Grass,Fairy,Uncommon,12,1,24.29,14,5,29,44,42,50,16,19,22,29,17,18,19,33,26,41,410,547,,,sunstone,,,,,,,
547,547,Whimsicott,Grass,Fairy,,28,15,42.32,38,19,39,69,65,50,36,35,42,46,33,29,52,46,38,53,652,,546,,,,,,,,,
548,548,Petilil,Grass,,Common,20,15,22.72,13,11,32,26,24,50,20,23,26,44,30,16,15,33,26,35,411,549,,,sunstone,,,,,,,
549,549,Lilligant,Grass,,,43,36,39.93,34,37,44,56,54,50,33,33,38,57,46,30,24,46,38,49,635,,548,,,,,,,,,
550,550,Basculin,Water,,Uncommon,39,40,36.72,29,33,44,60,58,50,49,45,54,47,34,30,12,36,28,44,624,,,,,,,,,,,
551,551,Sandile,Ground,Dark,Uncommon,28,34,25.48,16,19,34,43,42,50,39,37,44,28,16,15,14,22,18,28,449,552,,19,,,,,,,,
552,552,Krokorok,Ground,Dark,,39,74,32.49,23,33,39,48,46,50,44,41,49,33,20,27,17,31,23,33,534,553,551,21,,,,,,,,
553,553,Krookodile,Ground,Dark,,59,212,43.11,39,53,54,57,55,50,61,55,66,42,28,35,19,43,36,51,705,,552,,,,,,,,,
554,554,Darumaka,Fire,,Uncommon,24,83,28.14,18,15,44,36,34,50,48,45,53,18,8,32,19,31,23,33,489,555,,21,,,,,,,,
555,555,Darmanitan,Fire,,,51,205,43.26,40,45,58,58,57,50,70,65,74,26,14,41,30,36,28,38,690,,554,,,,,,,10017,,psychic-type
555,10017,Darmanitan (Zen Mode),Fire,Psychic,,51,205,43.33,40,45,58,38,37,50,18,21,23,67,58,30,37,61,53,59,655,,,,,,,,,555,,fire-type
554,554_f2,Darumaka-Galar,Ice,,Uncommon,28,88,28.19,18,19,44,36,34,50,48,45,53,18,8,30,17,31,23,33,489,555_f2,,21,,,,,,,,
555,555_f2,Darmanitan-Galar,Ice,,,67,265,43.26,40,59,58,58,57,50,70,65,74,26,14,35,21,36,28,38,689,,554_f2,,,,,,,,,
556,556,Maractus,Grass,,Common,39,62,30.39,20,33,47,41,39,50,46,43,51,56,45,4,4,42,34,45,580,,,,,,,,,,,
557,557,Dwebble,Bug,Rock,Common,12,32,25.46,16,5,34,38,37,50,35,35,41,28,16,16,32,22,18,53,460,558,,20,,,,,,,,
558,558,Crustle,Bug,Rock,,55,441,40.20,34,49,44,33,32,50,55,51,61,42,28,25,43,46,38,64,661,,557,,,,,,,,,
559,559,Scraggy,Dark,Fighting,Uncommon,24,26,29.39,19,15,34,35,33,50,40,39,46,28,16,27,25,43,36,46,513,560,,21,,,,,,,,
560,560,Scrafty,Dark,Fighting,,43,66,42.21,37,37,42,40,38,50,48,45,53,33,20,43,38,66,58,62,673,,559,,,,,,,,,
561,561,Sigilyph,Psychic,Flying,Rare,55,31,41.53,36,49,45,59,58,50,32,32,37,55,43,13,32,48,41,51,645,,,,,,,,,,,
562,562,Yamask,Ghost,,Uncommon,20,3,25.51,16,11,28,26,24,50,18,21,23,38,24,18,30,41,33,53,438,563,,20,,,,,,,,
563,563,Cofagrigus,Ghost,,,67,169,40.90,35,59,38,26,24,50,28,29,33,52,40,24,41,61,53,69,627,,562,,,,,,,,,
562,562_f2,Yamask-Galar,Ground,Ghost,Uncommon,20,3,25.50,16,11,28,26,24,50,30,31,36,26,14,25,25,41,33,53,453,867,,20,,,,,,,,
564,564,Tirtouga,Water,Rock,Common,28,36,26.82,17,19,36,18,20,50,42,40,47,37,23,23,29,31,23,59,497,565,,20,,,,,,,,
565,565,Carracosta,Water,Rock,,47,179,40.22,34,41,46,27,25,50,57,52,62,48,35,33,50,41,33,66,666,,564,,,,,,,,,
566,566,Archen,Rock,Flying,Common,20,21,26.81,17,11,37,46,44,50,59,53,64,45,32,15,5,31,23,33,548,567,,20,,,,,,,,
567,567,Archeops,Rock,Flying,,55,71,42.22,38,49,47,66,63,50,70,65,74,58,47,20,13,41,33,44,740,,566,,,,,,,,,
568,568,Trubbish,Poison,,Uncommon,24,68,27.60,18,15,34,43,42,50,28,29,33,31,18,13,23,39,32,42,472,569,,21,,,,,,,,
569,569,Garbodor,Poison,,,75,237,42.13,37,65,49,48,47,50,50,47,56,40,26,18,27,49,42,52,666,,568,,,,,,,,,
570,570,Zorua,Dark,,Uncommon,28,28,27.08,17,19,29,43,42,50,35,35,41,47,34,21,10,27,21,30,484,571,,21,,,,,,,,
571,571,Zoroark,Dark,,,63,179,43.48,40,56,39,63,61,50,55,51,61,60,50,34,15,38,31,41,705,,570,,,,,,,,,
572,572,Minccino,Normal,,Common,16,13,26.32,16,8,37,48,47,50,28,29,33,31,18,22,17,27,21,30,446,573,,,shinystone,,,,,,,
573,573,Cinccino,Normal,,,20,17,39.37,33,11,47,68,64,50,50,47,56,42,28,38,35,38,31,41,646,,572,,,,,,,,,
574,574,Gothita,Psychic,,Common,16,13,24.52,15,8,32,33,32,50,18,21,23,38,24,18,18,41,33,35,424,575,,19,,,,,,,,
575,575,Gothorita,Psychic,,,28,40,31.38,22,19,39,38,37,50,25,27,31,45,32,23,22,51,43,46,528,576,574,21,,,,,,,,
576,576,Gothitelle,Psychic,,,59,97,42.18,37,53,44,43,42,50,30,31,36,52,40,29,27,63,56,56,652,,575,,,,,,,,,
577,577,Solosis,Psychic,,Common,12,2,26.44,16,5,32,16,19,50,18,21,23,55,44,29,37,33,26,30,438,578,,19,,,,,,,,
578,578,Duosion,Psychic,,,24,18,34.05,25,15,42,26,24,50,23,25,28,62,52,37,44,38,31,35,532,579,577,21,,,,,,,,
579,579,Reuniclus,Psychic,,,39,44,42.63,38,33,59,26,24,50,35,35,41,62,52,44,51,51,43,49,655,,578,,,,,,,,,
580,580,Ducklett,Water,Flying,Common,20,12,24.90,15,11,40,38,37,50,25,26,30,33,20,21,11,33,26,35,436,581,,20,,,,,,,,
581,581,Swanna,Water,Flying,,51,53,39.52,33,45,47,60,58,50,46,43,52,49,37,27,15,40,32,43,644,,580,,,,,,,,,
582,582,Vanillite,Ice,,Common,16,13,23.26,13,8,27,33,31,50,28,29,33,42,28,17,10,38,31,35,440,583,,19,,,,,,,,
583,583,Vanillish,Ice,,,43,90,33.13,24,37,35,40,39,50,35,35,41,47,34,22,15,46,38,44,558,584,582,21,,,,,,,,
584,584,Vanilluxe,Ice,,,51,127,41.59,36,45,45,50,49,50,50,47,56,57,46,29,19,56,48,53,700,,583,,,,,,,,,
585,585,Deerling,Normal,Grass,Uncommon,24,43,26.33,16,15,39,48,47,50,33,33,38,31,18,11,12,33,26,35,469,586,,21,,,,,,,,
586,586,Sawsbuck,Normal,Grass,,75,204,41.52,36,65,49,58,57,50,53,49,58,40,26,16,18,43,36,46,664,,585,,,,,,,,,
587,587,Emolga,Electric,Flying,Common,16,11,30.03,20,8,37,62,60,50,40,39,46,45,32,10,15,38,31,41,554,,,,,,,,,,,
588,588,Karrablast,Bug,,Uncommon,20,13,23.52,14,11,34,41,39,50,40,39,46,31,18,10,9,31,23,33,455,589,,,everstone,,,,,,,
589,589,Escavalier,Bug,Steel,,39,73,41.08,36,33,44,16,19,50,68,63,72,40,26,42,53,61,53,59,699,,588,,,,,,,,,
590,590,Foongus,Grass,Poison,Common,8,2,25.06,15,3,44,11,14,50,30,31,36,38,24,25,37,36,28,33,440,591,,20,,,,,,,,
591,591,Amoonguss,Grass,Poison,,24,23,39.76,34,15,60,26,24,50,45,43,51,49,36,43,58,48,41,46,635,,590,,,,,,,,,
592,592,Frillish,Water,Ghost,Uncommon,47,73,30.41,20,41,37,31,29,50,23,25,28,42,28,8,19,51,43,35,490,593,,21,,,,,,,,
593,593,Jellicent,Water,Ghost,,87,298,43.49,40,70,56,41,39,50,33,33,38,49,36,13,32,61,53,46,650,,592,,,,,,,,,
594,594,Alomomola,Water,,Uncommon,47,70,36.06,28,41,72,43,42,50,40,39,46,31,18,12,34,31,23,51,573,,,,,,,,,,,
595,595,Joltik,Bug,Electric,Uncommon,4,1,24.94,15,1,34,43,42,50,26,27,32,39,25,24,13,33,26,35,450,596,,21,,,,,,,,
596,596,Galvantula,Bug,Electric,,31,32,41.02,36,24,44,65,62,50,41,39,47,53,41,41,31,38,31,41,648,,595,,,,,,,,,
597,597,Ferroseed,Grass,Steel,Uncommon,24,41,25.47,16,15,31,6,9,50,28,29,33,23,12,28,31,51,44,55,445,598,,21,,,,,,,,
598,598,Ferrothorn,Grass,Steel,,39,243,41.02,36,33,46,16,19,50,50,46,55,38,24,44,53,66,59,66,665,,597,,,,,,,,,
599,599,Klink,Steel,,Common,12,46,22.13,12,5,29,26,24,50,30,31,36,33,20,16,16,38,31,46,431,600,,19,,,,,,,,
600,600,Klang,Steel,,,24,112,32.29,23,15,39,36,34,50,43,41,48,44,30,26,26,51,43,56,582,601,599,20,,,,,,,,
601,601,Klinklang,Steel,,,24,179,39.31,33,15,39,56,54,50,53,49,58,44,30,36,36,51,43,62,676,,600,,,,,,,,,
602,602,Tynamo,Electric,,Common,8,1,21.69,12,3,27,41,39,50,30,31,36,33,20,11,13,27,21,30,412,603,,19,,,,,,,,
603,603,Eelektrik,Electric,,,47,49,32.24,23,41,42,31,29,50,45,43,51,45,32,13,19,43,36,46,566,604,602,,thunderstone,,,,,,,
604,604,Eelektross,Electric,,,83,178,42.19,37,69,51,36,34,50,60,55,65,55,44,17,25,48,41,51,701,,603,,,,,,,,,
605,605,Elgyem,Psychic,,Common,20,20,24.88,15,11,37,26,24,50,30,31,36,49,36,13,20,36,28,38,465,606,,19,,,,,,,,
606,606,Beheeyem,Psychic,,,39,76,36.74,29,33,47,31,29,50,40,39,46,62,52,21,28,56,48,49,631,,605,,,,,,,,,
607,607,Litwick,Ghost,Fire,Uncommon,12,7,20.70,11,5,34,16,19,50,18,21,23,42,28,19,14,36,28,38,391,608,,19,,,,,,,,
608,608,Lampent,Ghost,Fire,,24,29,31.04,21,15,39,38,37,50,23,25,28,52,40,32,23,38,31,41,512,609,607,,duskstone,,,,,,,
609,609,Chandelure,Ghost,Fire,,39,76,43.27,40,33,39,51,49,50,30,31,36,69,60,45,32,53,46,54,678,,608,,,,,,,,,
610,610,Axew,Dragon,,Pseudo,24,40,23.55,14,15,32,39,38,50,46,43,52,26,14,10,10,27,21,41,464,611,,19,,,,,,,,
611,611,Fraxure,Dragon,,,39,79,33.25,24,33,42,44,43,50,61,55,66,31,18,23,20,33,26,46,591,612,610,22,,,,,,,,
612,612,Haxorus,Dragon,,,71,233,47.32,48,62,47,59,58,50,73,68,76,40,26,37,32,43,36,54,761,,611,,,,,,,,,
613,613,Cubchoo,Ice,,Uncommon,20,19,23.32,13,11,37,31,29,50,38,37,43,40,26,14,13,27,21,30,447,614,,21,,,,,,,,
614,614,Beartic,Ice,,,102,573,42.47,38,71,54,36,34,50,66,61,70,44,30,28,19,48,41,51,703,,613,,,,,,,,,
615,615,Cryogonal,Ice,,Rare,43,326,40.24,34,37,49,63,61,50,28,29,33,52,40,9,17,74,68,35,645,,,,,,,,,,,
616,616,Shelmet,Bug,,Uncommon,16,17,23.57,14,8,34,21,22,50,23,25,28,31,18,19,23,41,33,53,429,617,,,everstone,,,,,,,
617,617,Accelgor,Bug,,,31,56,41.07,36,24,49,79,74,50,38,37,43,54,42,32,23,38,31,30,644,,616,,,,,,,,,
618,618,Stunfisk,Ground,Electric,Common,28,24,30.34,20,19,59,27,25,50,36,35,41,47,35,9,19,58,50,52,562,,,,,,,,,,,
618,618_f2,Stunfisk-Galar,Ground,Steel,Common,28,45,30.38,20,19,59,27,25,50,43,41,49,42,29,15,20,50,43,57,569,,,,,,,,,,,
619,619,Mienfoo,Fighting,,Uncommon,35,44,28.24,18,29,32,43,42,50,45,43,51,38,24,15,8,33,26,35,514,620,,21,,,,,,,,
620,620,Mienshao,Fighting,,,55,78,42.85,39,49,42,63,61,50,64,59,69,52,40,31,21,38,31,41,711,,619,,,,,,,,,
621,621,Druddigon,Dragon,,Rare,63,306,40.63,35,56,48,35,33,50,62,57,67,40,26,22,31,53,46,54,680,,,,,,,,,,,
622,622,Golett,Ground,Ghost,Uncommon,39,203,26.36,16,33,39,28,27,50,40,38,45,28,16,12,14,33,26,35,464,623,,21,,,,,,,,
623,623,Golurk,Ground,Ghost,,110,728,42.57,38,72,52,38,37,50,64,58,68,38,24,21,27,48,41,51,689,,622,,,,,,,,,
624,624,Pawniard,Dark,Steel,Uncommon,20,23,25.86,16,11,32,41,39,50,45,43,51,31,18,20,16,27,21,46,491,625,,21,,,,,,,,
625,625,Bisharp,Dark,Steel,,63,154,43.22,40,56,42,46,44,50,64,59,69,40,26,36,33,43,36,58,702,,624,,,,,,,,,
626,626,Bouffalant,Normal,,Rare,63,209,40.84,35,56,54,38,37,50,58,53,63,31,18,19,32,56,48,56,669,,,,,,,,,,,
627,627,Rufflet,Normal,Flying,Uncommon,20,23,26.39,16,11,44,41,39,50,44,42,50,29,17,20,11,33,26,35,492,628,,20,,,,,,,,
628,628,Braviary,Normal,Flying,,59,90,40.28,35,53,56,51,49,50,63,58,68,39,25,31,9,46,38,49,685,,627,,,,,,,,,
629,629,Vullaby,Dark,Flying,Uncommon,20,20,28.49,19,11,44,41,39,50,30,31,36,33,20,15,25,41,33,49,498,630,,21,,,,,,,,
630,630,Mandibuzz,Dark,Flying,,47,87,43.36,40,41,59,51,49,50,35,35,41,38,24,25,46,56,48,59,657,,629,,,,,,,,,
